ID,Gene Name,Species
ENSG00000107796,"actin alpha 2, smooth muscle(ACTA2)",Homo sapiens
ENSG00000159251,actin alpha cardiac muscle 1(ACTC1),Homo sapiens
ENSG00000099204,actin binding LIM protein 1(ABLIM1),Homo sapiens
ENSG00000138071,actin related protein 2(ACTR2),Homo sapiens
ENSG00000077522,actinin alpha 2(ACTN2),Homo sapiens
ENSG00000248746,actinin alpha 3(ACTN3),Homo sapiens
ENSG00000118217,activating transcription factor 6(ATF6),Homo sapiens
ENSG00000139567,activin A receptor like type 1(ACVRL1),Homo sapiens
ENSG00000101126,activity dependent neuroprotector homeobox(ADNP),Homo sapiens
ENSG00000198576,activity regulated cytoskeleton associated protein(ARC),Homo sapiens
ENSG00000005187,acyl-CoA synthetase medium chain family member 3(ACSM3),Homo sapiens
ENSG00000132842,adaptor related protein complex 3 subunit beta 1(AP3B1),Homo sapiens
ENSG00000148700,adducin 3(ADD3),Homo sapiens
ENSG00000163485,adenosine A1 receptor(ADORA1),Homo sapiens
ENSG00000128271,adenosine A2a receptor(ADORA2A),Homo sapiens
ENSG00000170425,adenosine A2b receptor(ADORA2B),Homo sapiens
ENSG00000197381,adenosine deaminase RNA specific B1(ADARB1),Homo sapiens
ENSG00000196839,adenosine deaminase(ADA),Homo sapiens
ENSG00000164742,adenylate cyclase 1(ADCY1),Homo sapiens
ENSG00000143199,adenylate cyclase 10(ADCY10),Homo sapiens
ENSG00000078295,adenylate cyclase 2(ADCY2),Homo sapiens
ENSG00000138031,adenylate cyclase 3(ADCY3),Homo sapiens
ENSG00000129467,adenylate cyclase 4(ADCY4),Homo sapiens
ENSG00000173175,adenylate cyclase 5(ADCY5),Homo sapiens
ENSG00000174233,adenylate cyclase 6(ADCY6),Homo sapiens
ENSG00000155897,adenylate cyclase 8(ADCY8),Homo sapiens
ENSG00000135298,adhesion G protein-coupled receptor B3(ADGRB3),Homo sapiens
ENSG00000153292,adhesion G protein-coupled receptor F1(ADGRF1),Homo sapiens
ENSG00000069122,adhesion G protein-coupled receptor F5(ADGRF5),Homo sapiens
ENSG00000164199,adhesion G protein-coupled receptor V1(ADGRV1),Homo sapiens
ENSG00000181092,"adiponectin, C1Q and collagen domain containing(ADIPOQ)",Homo sapiens
ENSG00000120907,adrenoceptor alpha 1A(ADRA1A),Homo sapiens
ENSG00000170214,adrenoceptor alpha 1B(ADRA1B),Homo sapiens
ENSG00000171873,adrenoceptor alpha 1D(ADRA1D),Homo sapiens
ENSG00000150594,adrenoceptor alpha 2A(ADRA2A),Homo sapiens
ENSG00000184160,adrenoceptor alpha 2C(ADRA2C),Homo sapiens
ENSG00000043591,adrenoceptor beta 1(ADRB1),Homo sapiens
ENSG00000169252,adrenoceptor beta 2(ADRB2),Homo sapiens
ENSG00000188778,adrenoceptor beta 3(ADRB3),Homo sapiens
ENSG00000128165,adrenomedullin 2(ADM2),Homo sapiens
ENSG00000224420,adrenomedullin 5 (putative)(ADM5),Homo sapiens
ENSG00000148926,adrenomedullin(ADM),Homo sapiens
ENSG00000094914,aladin WD repeat nucleoporin(AAAS),Homo sapiens
ENSG00000166825,"alanyl aminopeptidase, membrane(ANPEP)",Homo sapiens
ENSG00000090861,alanyl-tRNA synthetase 1(AARS1),Homo sapiens
ENSG00000197894,"alcohol dehydrogenase 5 (class III), chi polypeptide(ADH5)",Homo sapiens
ENSG00000184254,aldehyde dehydrogenase 1 family member A3(ALDH1A3),Homo sapiens
ENSG00000164904,aldehyde dehydrogenase 7 family member A1(ALDH7A1),Homo sapiens
ENSG00000085662,aldo-keto reductase family 1 member B(AKR1B1),Homo sapiens
ENSG00000187134,aldo-keto reductase family 1 member C1(AKR1C1),Homo sapiens
ENSG00000196139,aldo-keto reductase family 1 member C3(AKR1C3),Homo sapiens
ENSG00000149925,"aldolase, fructose-bisphosphate A(ALDOA)",Homo sapiens
ENSG00000171298,alpha glucosidase(GAA),Homo sapiens
ENSG00000160862,"alpha-2-glycoprotein 1, zinc-binding(AZGP1)",Homo sapiens
ENSG00000131480,amine oxidase copper containing 2(AOC2),Homo sapiens
ENSG00000166126,amnion associated transmembrane protein(AMN),Homo sapiens
ENSG00000166313,amyloid beta precursor protein binding family B member 1(APBB1),Homo sapiens
ENSG00000163697,amyloid beta precursor protein binding family B member 2(APBB2),Homo sapiens
ENSG00000142192,amyloid beta precursor protein(APP),Homo sapiens
ENSG00000169083,androgen receptor(AR),Homo sapiens
ENSG00000126016,angiomotin(AMOT),Homo sapiens
ENSG00000154188,angiopoietin 1(ANGPT1),Homo sapiens
ENSG00000159640,angiotensin I converting enzyme(ACE),Homo sapiens
ENSG00000177674,angiotensin II receptor associated protein(AGTRAP),Homo sapiens
ENSG00000144891,angiotensin II receptor type 1(AGTR1),Homo sapiens
ENSG00000180772,angiotensin II receptor type 2(AGTR2),Homo sapiens
ENSG00000130234,angiotensin converting enzyme 2(ACE2),Homo sapiens
ENSG00000135744,angiotensinogen(AGT),Homo sapiens
ENSG00000145362,ankyrin 2(ANK2),Homo sapiens
ENSG00000151150,ankyrin 3(ANK3),Homo sapiens
ENSG00000100628,ankyrin repeat and SOCS box containing 2(ASB2),Homo sapiens
ENSG00000115239,ankyrin repeat and SOCS box containing 3(ASB3),Homo sapiens
ENSG00000165887,ankyrin repeat domain 2(ANKRD2),Homo sapiens
ENSG00000089847,ankyrin repeat domain 24(ANKRD24),Homo sapiens
ENSG00000197043,annexin A6(ANXA6),Homo sapiens
ENSG00000131620,anoctamin 1(ANO1),Homo sapiens
ENSG00000248329,apelin receptor early endogenous ligand(APELA),Homo sapiens
ENSG00000171388,apelin(APLN),Homo sapiens
ENSG00000118137,apolipoprotein A1(APOA1),Homo sapiens
ENSG00000158874,apolipoprotein A2(APOA2),Homo sapiens
ENSG00000110244,apolipoprotein A4(APOA4),Homo sapiens
ENSG00000110243,apolipoprotein A5(APOA5),Homo sapiens
ENSG00000130203,apolipoprotein E(APOE),Homo sapiens
ENSG00000240583,aquaporin 1 (Colton blood group)(AQP1),Homo sapiens
ENSG00000167580,aquaporin 2(AQP2),Homo sapiens
ENSG00000165272,aquaporin 3 (Gill blood group)(AQP3),Homo sapiens
ENSG00000171885,aquaporin 4(AQP4),Homo sapiens
ENSG00000161798,aquaporin 5(AQP5),Homo sapiens
ENSG00000086159,aquaporin 6(AQP6),Homo sapiens
ENSG00000103569,aquaporin 9(AQP9),Homo sapiens
ENSG00000179148,arachidonate lipoxygenase 3(ALOXE3),Homo sapiens
ENSG00000081181,arginase 2(ARG2),Homo sapiens
ENSG00000166148,arginine vasopressin receptor 1A(AVPR1A),Homo sapiens
ENSG00000198049,arginine vasopressin receptor 1B(AVPR1B),Homo sapiens
ENSG00000126895,arginine vasopressin receptor 2(AVPR2),Homo sapiens
ENSG00000101200,arginine vasopressin(AVP),Homo sapiens
ENSG00000120500,arrestin 3(ARR3),Homo sapiens
ENSG00000137486,arrestin beta 1(ARRB1),Homo sapiens
ENSG00000141480,arrestin beta 2(ARRB2),Homo sapiens
ENSG00000129221,aryl hydrocarbon receptor interacting protein like 1(AIPL1),Homo sapiens
ENSG00000198363,aspartate beta-hydroxylase(ASPH),Homo sapiens
ENSG00000224470,ataxin 1 like(ATXN1L),Homo sapiens
ENSG00000124788,ataxin 1(ATXN1),Homo sapiens
ENSG00000163635,ataxin 7(ATXN7),Homo sapiens
ENSG00000159461,autocrine motility factor receptor(AMFR),Homo sapiens
ENSG00000057663,autophagy related 5(ATG5),Homo sapiens
ENSG00000103126,axin 1(AXIN1),Homo sapiens
ENSG00000172232,azurocidin 1(AZU1),Homo sapiens
ENSG00000089685,baculoviral IAP repeat containing 5(BIRC5),Homo sapiens
ENSG00000170819,beaded filament structural protein 2(BFSP2),Homo sapiens
ENSG00000126581,beclin 1(BECN1),Homo sapiens
ENSG00000167995,bestrophin 1(BEST1),Homo sapiens
ENSG00000039987,bestrophin 2(BEST2),Homo sapiens
ENSG00000109956,"beta-1,3-glucuronyltransferase 1(B3GAT1)",Homo sapiens
ENSG00000117411,"beta-1,4-galactosyltransferase 2(B4GALT2)",Homo sapiens
ENSG00000128268,"beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase(MGAT3)",Homo sapiens
ENSG00000166710,beta-2-microglobulin(B2M),Homo sapiens
ENSG00000186318,beta-secretase 1(BACE1),Homo sapiens
ENSG00000174808,betacellulin(BTC),Homo sapiens
ENSG00000186222,biogenesis of lysosomal organelles complex 1 subunit 4(BLOC1S4),Homo sapiens
ENSG00000104164,biogenesis of lysosomal organelles complex 1 subunit 6(BLOC1S6),Homo sapiens
ENSG00000112276,blood vessel epicardial substance(BVES),Homo sapiens
ENSG00000102239,bombesin receptor subtype 3(BRS3),Homo sapiens
ENSG00000242252,bone gamma-carboxyglutamate protein(BGLAP),Homo sapiens
ENSG00000163217,bone morphogenetic protein 10(BMP10),Homo sapiens
ENSG00000125378,bone morphogenetic protein 4(BMP4),Homo sapiens
ENSG00000153162,bone morphogenetic protein 6(BMP6),Homo sapiens
ENSG00000204217,bone morphogenetic protein receptor type 2(BMPR2),Homo sapiens
ENSG00000100739,bradykinin receptor B1(BDKRB1),Homo sapiens
ENSG00000168398,bradykinin receptor B2(BDKRB2),Homo sapiens
ENSG00000176697,brain derived neurotrophic factor(BDNF),Homo sapiens
ENSG00000136717,bridging integrator 1(BIN1),Homo sapiens
ENSG00000114200,butyrylcholinesterase(BCHE),Homo sapiens
ENSG00000118260,cAMP responsive element binding protein 1(CREB1),Homo sapiens
ENSG00000062038,cadherin 3(CDH3),Homo sapiens
ENSG00000179776,cadherin 5(CDH5),Homo sapiens
ENSG00000107736,cadherin related 23(CDH23),Homo sapiens
ENSG00000104327,calbindin 1(CALB1),Homo sapiens
ENSG00000064989,calcitonin receptor like receptor(CALCRL),Homo sapiens
ENSG00000110680,calcitonin related polypeptide alpha(CALCA),Homo sapiens
ENSG00000157782,calcium binding protein 1(CABP1),Homo sapiens
ENSG00000167791,calcium binding protein 2(CABP2),Homo sapiens
ENSG00000175544,calcium binding protein 4(CABP4),Homo sapiens
ENSG00000185933,calcium homeostasis modulator 1(CALHM1),Homo sapiens
ENSG00000183128,calcium homeostasis modulator 3(CALHM3),Homo sapiens
ENSG00000036828,calcium sensing receptor(CASR),Homo sapiens
ENSG00000153956,calcium voltage-gated channel auxiliary subunit alpha2delta 1(CACNA2D1),Homo sapiens
ENSG00000151062,calcium voltage-gated channel auxiliary subunit alpha2delta 4(CACNA2D4),Homo sapiens
ENSG00000067191,calcium voltage-gated channel auxiliary subunit beta 1(CACNB1),Homo sapiens
ENSG00000165995,calcium voltage-gated channel auxiliary subunit beta 2(CACNB2),Homo sapiens
ENSG00000182389,calcium voltage-gated channel auxiliary subunit beta 4(CACNB4),Homo sapiens
ENSG00000108878,calcium voltage-gated channel auxiliary subunit gamma 1(CACNG1),Homo sapiens
ENSG00000166862,calcium voltage-gated channel auxiliary subunit gamma 2(CACNG2),Homo sapiens
ENSG00000006116,calcium voltage-gated channel auxiliary subunit gamma 3(CACNG3),Homo sapiens
ENSG00000075461,calcium voltage-gated channel auxiliary subunit gamma 4(CACNG4),Homo sapiens
ENSG00000075429,calcium voltage-gated channel auxiliary subunit gamma 5(CACNG5),Homo sapiens
ENSG00000105605,calcium voltage-gated channel auxiliary subunit gamma 7(CACNG7),Homo sapiens
ENSG00000142408,calcium voltage-gated channel auxiliary subunit gamma 8(CACNG8),Homo sapiens
ENSG00000151067,calcium voltage-gated channel subunit alpha1 C(CACNA1C),Homo sapiens
ENSG00000157388,calcium voltage-gated channel subunit alpha1 D(CACNA1D),Homo sapiens
ENSG00000102001,calcium voltage-gated channel subunit alpha1 F(CACNA1F),Homo sapiens
ENSG00000006283,calcium voltage-gated channel subunit alpha1 G(CACNA1G),Homo sapiens
ENSG00000196557,calcium voltage-gated channel subunit alpha1 H(CACNA1H),Homo sapiens
ENSG00000100346,calcium voltage-gated channel subunit alpha1 I(CACNA1I),Homo sapiens
ENSG00000081248,calcium voltage-gated channel subunit alpha1 S(CACNA1S),Homo sapiens
ENSG00000058404,calcium/calmodulin dependent protein kinase II beta(CAMK2B),Homo sapiens
ENSG00000145349,calcium/calmodulin dependent protein kinase II delta(CAMK2D),Homo sapiens
ENSG00000148660,calcium/calmodulin dependent protein kinase II gamma(CAMK2G),Homo sapiens
ENSG00000162545,calcium/calmodulin dependent protein kinase II inhibitor 1(CAMK2N1),Homo sapiens
ENSG00000152495,calcium/calmodulin dependent protein kinase IV(CAMK4),Homo sapiens
ENSG00000122786,caldesmon 1(CALD1),Homo sapiens
ENSG00000198668,calmodulin 1(CALM1),Homo sapiens
ENSG00000143933,calmodulin 2(CALM2),Homo sapiens
ENSG00000160014,calmodulin 3(CALM3),Homo sapiens
ENSG00000171735,calmodulin binding transcription activator 1(CAMTA1),Homo sapiens
ENSG00000108509,calmodulin binding transcription activator 2(CAMTA2),Homo sapiens
ENSG00000130176,calponin 1(CNN1),Homo sapiens
ENSG00000143318,calsequestrin 1(CASQ1),Homo sapiens
ENSG00000118729,calsequestrin 2(CASQ2),Homo sapiens
ENSG00000158258,calsyntenin 2(CLSTN2),Homo sapiens
ENSG00000118432,cannabinoid receptor 1(CNR1),Homo sapiens
ENSG00000188822,cannabinoid receptor 2(CNR2),Homo sapiens
ENSG00000079432,capicua transcriptional repressor(CIC),Homo sapiens
ENSG00000109265,capping protein inhibiting regulator of actin dynamics(CRACD),Homo sapiens
ENSG00000021826,carbamoyl-phosphate synthase 1(CPS1),Homo sapiens
ENSG00000115526,carbohydrate sulfotransferase 10(CHST10),Homo sapiens
ENSG00000131686,carbonic anhydrase 6(CA6),Homo sapiens
ENSG00000159231,carbonyl reductase 3(CBR3),Homo sapiens
ENSG00000170835,carboxyl ester lipase(CEL),Homo sapiens
ENSG00000163751,carboxypeptidase A3(CPA3),Homo sapiens
ENSG00000105664,cartilage oligomeric matrix protein(COMP),Homo sapiens
ENSG00000164305,caspase 3(CASP3),Homo sapiens
ENSG00000066032,catenin alpha 2(CTNNA2),Homo sapiens
ENSG00000183230,catenin alpha 3(CTNNA3),Homo sapiens
ENSG00000178585,catenin beta interacting protein 1(CTNNBIP1),Homo sapiens
ENSG00000109861,cathepsin C(CTSC),Homo sapiens
ENSG00000100448,cathepsin G(CTSG),Homo sapiens
ENSG00000101160,cathepsin Z(CTSZ),Homo sapiens
ENSG00000105974,caveolin 1(CAV1),Homo sapiens
ENSG00000182533,caveolin 3(CAV3),Homo sapiens
ENSG00000134121,cell adhesion molecule L1 like(CHL1),Homo sapiens
ENSG00000079335,cell division cycle 14A(CDC14A),Homo sapiens
ENSG00000070831,cell division cycle 42(CDC42),Homo sapiens
ENSG00000103888,cell migration inducing hyaluronidase 1(CEMIP),Homo sapiens
ENSG00000118523,cellular communication network factor 2(CCN2),Homo sapiens
ENSG00000136999,cellular communication network factor 3(CCN3),Homo sapiens
ENSG00000126001,centrosomal protein 250(CEP250),Homo sapiens
ENSG00000113163,ceramide transporter 1(CERT1),Homo sapiens
ENSG00000083937,charged multivesicular body protein 2B(CHMP2B),Homo sapiens
ENSG00000254505,charged multivesicular body protein 4A(CHMP4A),Homo sapiens
ENSG00000101421,charged multivesicular body protein 4B(CHMP4B),Homo sapiens
ENSG00000155962,chloride intracellular channel 2(CLIC2),Homo sapiens
ENSG00000112782,chloride intracellular channel 5(CLIC5),Homo sapiens
ENSG00000188037,chloride voltage-gated channel 1(CLCN1),Homo sapiens
ENSG00000171365,chloride voltage-gated channel 5(CLCN5),Homo sapiens
ENSG00000186510,chloride voltage-gated channel Ka(CLCNKA),Homo sapiens
ENSG00000184908,chloride voltage-gated channel Kb(CLCNKB),Homo sapiens
ENSG00000110148,cholecystokinin B receptor(CCKBR),Homo sapiens
ENSG00000168539,cholinergic receptor muscarinic 1(CHRM1),Homo sapiens
ENSG00000181072,cholinergic receptor muscarinic 2(CHRM2),Homo sapiens
ENSG00000133019,cholinergic receptor muscarinic 3(CHRM3),Homo sapiens
ENSG00000184984,cholinergic receptor muscarinic 5(CHRM5),Homo sapiens
ENSG00000138435,cholinergic receptor nicotinic alpha 1 subunit(CHRNA1),Homo sapiens
ENSG00000129749,cholinergic receptor nicotinic alpha 10 subunit(CHRNA10),Homo sapiens
ENSG00000120903,cholinergic receptor nicotinic alpha 2 subunit(CHRNA2),Homo sapiens
ENSG00000080644,cholinergic receptor nicotinic alpha 3 subunit(CHRNA3),Homo sapiens
ENSG00000101204,cholinergic receptor nicotinic alpha 4 subunit(CHRNA4),Homo sapiens
ENSG00000169684,cholinergic receptor nicotinic alpha 5 subunit(CHRNA5),Homo sapiens
ENSG00000147434,cholinergic receptor nicotinic alpha 6 subunit(CHRNA6),Homo sapiens
ENSG00000175344,cholinergic receptor nicotinic alpha 7 subunit(CHRNA7),Homo sapiens
ENSG00000174343,cholinergic receptor nicotinic alpha 9 subunit(CHRNA9),Homo sapiens
ENSG00000170175,cholinergic receptor nicotinic beta 1 subunit(CHRNB1),Homo sapiens
ENSG00000160716,cholinergic receptor nicotinic beta 2 subunit(CHRNB2),Homo sapiens
ENSG00000147432,cholinergic receptor nicotinic beta 3 subunit(CHRNB3),Homo sapiens
ENSG00000117971,cholinergic receptor nicotinic beta 4 subunit(CHRNB4),Homo sapiens
ENSG00000135902,cholinergic receptor nicotinic delta subunit(CHRND),Homo sapiens
ENSG00000108556,cholinergic receptor nicotinic epsilon subunit(CHRNE),Homo sapiens
ENSG00000196811,cholinergic receptor nicotinic gamma subunit(CHRNG),Homo sapiens
ENSG00000171316,chromodomain helicase DNA binding protein 7(CHD7),Homo sapiens
ENSG00000100888,chromodomain helicase DNA binding protein 8(CHD8),Homo sapiens
ENSG00000100604,chromogranin A(CHGA),Homo sapiens
ENSG00000111678,chromosome 12 open reading frame 57(C12orf57),Homo sapiens
ENSG00000092009,chymase 1(CMA1),Homo sapiens
ENSG00000163075,cilia and flagella associated protein 221(CFAP221),Homo sapiens
ENSG00000197748,cilia and flagella associated protein 43(CFAP43),Homo sapiens
ENSG00000213085,cilia and flagella associated protein 45(CFAP45),Homo sapiens
ENSG00000188596,cilia and flagella associated protein 54(CFAP54),Homo sapiens
ENSG00000105792,cilia and flagella associated protein 69(CFAP69),Homo sapiens
ENSG00000163646,clarin 1(CLRN1),Homo sapiens
ENSG00000249581,clarin 2(CLRN2),Homo sapiens
ENSG00000180745,clarin 3(CLRN3),Homo sapiens
ENSG00000113946,claudin 16(CLDN16),Homo sapiens
ENSG00000164007,claudin 19(CLDN19),Homo sapiens
ENSG00000189143,claudin 4(CLDN4),Homo sapiens
ENSG00000184113,claudin 5(CLDN5),Homo sapiens
ENSG00000181104,coagulation factor II thrombin receptor(F2R),Homo sapiens
ENSG00000198734,coagulation factor V(F5),Homo sapiens
ENSG00000100473,cochlin(COCH),Homo sapiens
ENSG00000152492,coiled-coil domain containing 50(CCDC50),Homo sapiens
ENSG00000180376,coiled-coil domain containing 66(CCDC66),Homo sapiens
ENSG00000162004,coiled-coil domain containing 78(CCDC78),Homo sapiens
ENSG00000183287,collagen and calcium binding EGF domains 1(CCBE1),Homo sapiens
ENSG00000108821,collagen type I alpha 1 chain(COL1A1),Homo sapiens
ENSG00000164692,collagen type I alpha 2 chain(COL1A2),Homo sapiens
ENSG00000139219,collagen type II alpha 1 chain(COL2A1),Homo sapiens
ENSG00000169031,collagen type IV alpha 3 chain(COL4A3),Homo sapiens
ENSG00000060718,collagen type XI alpha 1 chain(COL11A1),Homo sapiens
ENSG00000182871,collagen type XVIII alpha 1 chain(COL18A1),Homo sapiens
ENSG00000131094,complement C1q like 1(C1QL1),Homo sapiens
ENSG00000171860,complement C3a receptor 1(C3AR1),Homo sapiens
ENSG00000197405,complement C5a receptor 1(C5AR1),Homo sapiens
ENSG00000213578,complexin 3(CPLX3),Homo sapiens
ENSG00000166569,complexin 4(CPLX4),Homo sapiens
ENSG00000213341,component of inhibitor of nuclear factor kappa B kinase complex(CHUK),Homo sapiens
ENSG00000105392,cone-rod homeobox(CRX),Homo sapiens
ENSG00000184144,contactin 2(CNTN2),Homo sapiens
ENSG00000149972,contactin 5(CNTN5),Homo sapiens
ENSG00000108797,contactin associated protein 1(CNTNAP1),Homo sapiens
ENSG00000174469,contactin associated protein 2(CNTNAP2),Homo sapiens
ENSG00000145244,"corin, serine peptidase(CORIN)",Homo sapiens
ENSG00000103647,coronin 2B(CORO2B),Homo sapiens
ENSG00000085733,cortactin(CTTN),Homo sapiens
ENSG00000145708,corticotropin releasing hormone binding protein(CRHBP),Homo sapiens
ENSG00000120088,corticotropin releasing hormone receptor 1(CRHR1),Homo sapiens
ENSG00000147571,corticotropin releasing hormone(CRH),Homo sapiens
ENSG00000131730,"creatine kinase, mitochondrial 2(CKMT2)",Homo sapiens
ENSG00000134376,crumbs cell polarity complex component 1(CRB1),Homo sapiens
ENSG00000148204,crumbs cell polarity complex component 2(CRB2),Homo sapiens
ENSG00000008405,cryptochrome circadian regulator 1(CRY1),Homo sapiens
ENSG00000121671,cryptochrome circadian regulator 2(CRY2),Homo sapiens
ENSG00000160202,crystallin alpha A(CRYAA),Homo sapiens
ENSG00000109846,crystallin alpha B(CRYAB),Homo sapiens
ENSG00000108255,crystallin beta A1(CRYBA1),Homo sapiens
ENSG00000163499,crystallin beta A2(CRYBA2),Homo sapiens
ENSG00000196431,crystallin beta A4(CRYBA4),Homo sapiens
ENSG00000100122,crystallin beta B1(CRYBB1),Homo sapiens
ENSG00000244752,crystallin beta B2(CRYBB2),Homo sapiens
ENSG00000100053,crystallin beta B3(CRYBB3),Homo sapiens
ENSG00000080200,crystallin beta-gamma domain containing 3(CRYBG3),Homo sapiens
ENSG00000168582,crystallin gamma A(CRYGA),Homo sapiens
ENSG00000182187,crystallin gamma B(CRYGB),Homo sapiens
ENSG00000163254,crystallin gamma C(CRYGC),Homo sapiens
ENSG00000118231,crystallin gamma D(CRYGD),Homo sapiens
ENSG00000127377,crystallin gamma N(CRYGN),Homo sapiens
ENSG00000213139,crystallin gamma S(CRYGS),Homo sapiens
ENSG00000103316,crystallin mu(CRYM),Homo sapiens
ENSG00000116791,crystallin zeta(CRYZ),Homo sapiens
ENSG00000111249,cut like homeobox 2(CUX2),Homo sapiens
ENSG00000198515,cyclic nucleotide gated channel subunit alpha 1(CNGA1),Homo sapiens
ENSG00000183862,cyclic nucleotide gated channel subunit alpha 2(CNGA2),Homo sapiens
ENSG00000144191,cyclic nucleotide gated channel subunit alpha 3(CNGA3),Homo sapiens
ENSG00000132259,cyclic nucleotide gated channel subunit alpha 4(CNGA4),Homo sapiens
ENSG00000070729,cyclic nucleotide gated channel subunit beta 1(CNGB1),Homo sapiens
ENSG00000170289,cyclic nucleotide gated channel subunit beta 3(CNGB3),Homo sapiens
ENSG00000118971,cyclin D2(CCND2),Homo sapiens
ENSG00000158158,cyclin and CBS domain divalent metal cation transport mediator 4(CNNM4),Homo sapiens
ENSG00000164885,cyclin dependent kinase 5(CDK5),Homo sapiens
ENSG00000136807,cyclin dependent kinase 9(CDK9),Homo sapiens
ENSG00000111276,cyclin dependent kinase inhibitor 1B(CDKN1B),Homo sapiens
ENSG00000129355,cyclin dependent kinase inhibitor 2D(CDKN2D),Homo sapiens
ENSG00000160200,cystathionine beta-synthase(CBS),Homo sapiens
ENSG00000077984,cystatin F(CST7),Homo sapiens
ENSG00000101441,cystatin S(CST4),Homo sapiens
ENSG00000170369,cystatin SA(CST2),Homo sapiens
ENSG00000170373,cystatin SN(CST1),Homo sapiens
ENSG00000129170,cysteine and glycine rich protein 3(CSRP3),Homo sapiens
ENSG00000173198,cysteinyl leukotriene receptor 1(CYSLTR1),Homo sapiens
ENSG00000040531,"cystinosin, lysosomal cystine transporter(CTNS)",Homo sapiens
ENSG00000160882,cytochrome P450 family 11 subfamily B member 1(CYP11B1),Homo sapiens
ENSG00000179142,cytochrome P450 family 11 subfamily B member 2(CYP11B2),Homo sapiens
ENSG00000134716,cytochrome P450 family 2 subfamily J member 2(CYP2J2),Homo sapiens
ENSG00000187048,cytochrome P450 family 4 subfamily A member 11(CYP4A11),Homo sapiens
ENSG00000162365,cytochrome P450 family 4 subfamily A member 22(CYP4A22),Homo sapiens
ENSG00000186204,cytochrome P450 family 4 subfamily F member 12(CYP4F12),Homo sapiens
ENSG00000186115,cytochrome P450 family 4 subfamily F member 2(CYP4F2),Homo sapiens
ENSG00000186529,cytochrome P450 family 4 subfamily F member 3(CYP4F3),Homo sapiens
ENSG00000145476,cytochrome P450 family 4 subfamily V member 2(CYP4V2),Homo sapiens
ENSG00000180432,cytochrome P450 family 8 subfamily B member 1(CYP8B1),Homo sapiens
ENSG00000051523,cytochrome b-245 alpha chain(CYBA),Homo sapiens
ENSG00000100243,cytochrome b5 reductase 3(CYB5R3),Homo sapiens
ENSG00000107864,cytoplasmic polyadenylation element binding protein 3(CPEB3),Homo sapiens
ENSG00000167657,death associated protein kinase 3(DAPK3),Homo sapiens
ENSG00000128512,dedicator of cytokinesis 4(DOCK4),Homo sapiens
ENSG00000147459,dedicator of cytokinesis 5(DOCK5),Homo sapiens
ENSG00000162496,dehydrogenase/reductase 3(DHRS3),Homo sapiens
ENSG00000198719,delta like canonical Notch ligand 1(DLL1),Homo sapiens
ENSG00000128917,delta like canonical Notch ligand 4(DLL4),Homo sapiens
ENSG00000251380,dendritic cell associated nuclear protein 1(DCANP1),Homo sapiens
ENSG00000175084,desmin(DES),Homo sapiens
ENSG00000134755,desmocollin 2(DSC2),Homo sapiens
ENSG00000046604,desmoglein 2(DSG2),Homo sapiens
ENSG00000096696,desmoplakin(DSP),Homo sapiens
ENSG00000157680,diacylglycerol kinase iota(DGKI),Homo sapiens
ENSG00000131504,diaphanous related formin 1(DIAPH1),Homo sapiens
ENSG00000100697,"dicer 1, ribonuclease III(DICER1)",Homo sapiens
ENSG00000107984,dickkopf WNT signaling pathway inhibitor 1(DKK1),Homo sapiens
ENSG00000153904,dimethylarginine dimethylaminohydrolase 1(DDAH1),Homo sapiens
ENSG00000145725,diphosphoinositol pentakisphosphate kinase 2(PPIP5K2),Homo sapiens
ENSG00000075711,discs large MAGUK scaffold protein 1(DLG1),Homo sapiens
ENSG00000132535,discs large MAGUK scaffold protein 4(DLG4),Homo sapiens
ENSG00000107404,dishevelled segment polarity protein 1(DVL1),Homo sapiens
ENSG00000123454,dopamine beta-hydroxylase(DBH),Homo sapiens
ENSG00000184845,dopamine receptor D1(DRD1),Homo sapiens
ENSG00000149295,dopamine receptor D2(DRD2),Homo sapiens
ENSG00000151577,dopamine receptor D3(DRD3),Homo sapiens
ENSG00000169676,dopamine receptor D5(DRD5),Homo sapiens
ENSG00000165606,dorsal root ganglia homeobox(DRGX),Homo sapiens
ENSG00000146038,doublecortin domain containing 2(DCDC2),Homo sapiens
ENSG00000064218,doublesex and mab-3 related transcription factor 3(DMRT3),Homo sapiens
ENSG00000204843,dynactin subunit 1(DCTN1),Homo sapiens
ENSG00000087470,dynamin 1 like(DNM1L),Homo sapiens
ENSG00000123977,dynein assembly factor with WD repeats 1(DAW1),Homo sapiens
ENSG00000129295,dynein axonemal assembly factor 11(DNAAF11),Homo sapiens
ENSG00000256061,dynein axonemal assembly factor 4(DNAAF4),Homo sapiens
ENSG00000105877,dynein axonemal heavy chain 11(DNAH11),Homo sapiens
ENSG00000007174,dynein axonemal heavy chain 9(DNAH9),Homo sapiens
ENSG00000134769,dystrobrevin alpha(DTNA),Homo sapiens
ENSG00000047579,dystrobrevin binding protein 1(DTNBP1),Homo sapiens
ENSG00000173402,dystroglycan 1(DAG1),Homo sapiens
ENSG00000198947,dystrophin(DMD),Homo sapiens
ENSG00000122877,early growth response 2(EGR2),Homo sapiens
