ID,Gene Name,Species,
ENSG00000089558,potassium voltage-gated channel subfamily H member 4(KCNH4),Homo sapiens,
ENSG00000140015,potassium voltage-gated channel subfamily H member 5(KCNH5),Homo sapiens,
ENSG00000173826,potassium voltage-gated channel subfamily H member 6(KCNH6),Homo sapiens,
ENSG00000184611,potassium voltage-gated channel subfamily H member 7(KCNH7),Homo sapiens,
ENSG00000183960,potassium voltage-gated channel subfamily H member 8(KCNH8),Homo sapiens,
ENSG00000053918,potassium voltage-gated channel subfamily Q member 1(KCNQ1),Homo sapiens,
ENSG00000184156,potassium voltage-gated channel subfamily Q member 3(KCNQ3),Homo sapiens,
ENSG00000185760,potassium voltage-gated channel subfamily Q member 5(KCNQ5),Homo sapiens,
ENSG00000080815,presenilin 1(PSEN1),Homo sapiens,
ENSG00000131788,protein inhibitor of activated STAT 3(PIAS3),Homo sapiens,
ENSG00000067606,protein kinase C zeta(PRKCZ),Homo sapiens,
ENSG00000188191,protein kinase cAMP-dependent type I regulatory subunit beta(PRKAR1B),Homo sapiens,
ENSG00000092020,protein phosphatase 2 regulatory subunit B''gamma(PPP2R3C),Homo sapiens,
ENSG00000138814,protein phosphatase 3 catalytic subunit alpha(PPP3CA),Homo sapiens,
ENSG00000120899,protein tyrosine kinase 2 beta(PTK2B),Homo sapiens,
ENSG00000070159,protein tyrosine phosphatase non-receptor type 3(PTPN3),Homo sapiens,
ENSG00000108405,purinergic receptor P2X 1(P2RX1),Homo sapiens,
ENSG00000187848,purinergic receptor P2X 2(P2RX2),Homo sapiens,
ENSG00000109991,purinergic receptor P2X 3(P2RX3),Homo sapiens,
ENSG00000135124,purinergic receptor P2X 4(P2RX4),Homo sapiens,
ENSG00000083454,purinergic receptor P2X 5(P2RX5),Homo sapiens,
ENSG00000099957,purinergic receptor P2X 6(P2RX6),Homo sapiens,
ENSG00000089041,purinergic receptor P2X 7(P2RX7),Homo sapiens,
ENSG00000183010,pyrroline-5-carboxylate reductase 1(PYCR1),Homo sapiens,
ENSG00000204628,receptor for activated C kinase 1(RACK1),Homo sapiens,
ENSG00000189056,reelin(RELN),Homo sapiens,
ENSG00000079841,regulating synaptic membrane exocytosis 1(RIMS1),Homo sapiens,
ENSG00000176406,regulating synaptic membrane exocytosis 2(RIMS2),Homo sapiens,
ENSG00000117016,regulating synaptic membrane exocytosis 3(RIMS3),Homo sapiens,
ENSG00000101098,regulating synaptic membrane exocytosis 4(RIMS4),Homo sapiens,
ENSG00000117152,regulator of G protein signaling 4(RGS4),Homo sapiens,
ENSG00000186479,regulator of G protein signaling 7 binding protein(RGS7BP),Homo sapiens,
ENSG00000215012,retrotransposon Gag like 10(RTL10),Homo sapiens,
ENSG00000133874,ring finger protein 122(RNF122),Homo sapiens,
ENSG00000158286,ring finger protein 207(RNF207),Homo sapiens,
ENSG00000198626,ryanodine receptor 2(RYR2),Homo sapiens,
ENSG00000163681,sarcolemma associated protein(SLMAP),Homo sapiens,
ENSG00000063015,seizure related 6 homolog(SEZ6),Homo sapiens,
ENSG00000084112,slingshot protein phosphatase 1(SSH1),Homo sapiens,
ENSG00000116030,small ubiquitin like modifier 1(SUMO1),Homo sapiens,
ENSG00000102452,"sodium leak channel, non-selective(NALCN)",Homo sapiens,
ENSG00000144285,sodium voltage-gated channel alpha subunit 1(SCN1A),Homo sapiens,
ENSG00000185313,sodium voltage-gated channel alpha subunit 10(SCN10A),Homo sapiens,
ENSG00000168356,sodium voltage-gated channel alpha subunit 11(SCN11A),Homo sapiens,
ENSG00000136531,sodium voltage-gated channel alpha subunit 2(SCN2A),Homo sapiens,
ENSG00000153253,sodium voltage-gated channel alpha subunit 3(SCN3A),Homo sapiens,
ENSG00000007314,sodium voltage-gated channel alpha subunit 4(SCN4A),Homo sapiens,
ENSG00000183873,sodium voltage-gated channel alpha subunit 5(SCN5A),Homo sapiens,
ENSG00000136546,sodium voltage-gated channel alpha subunit 7(SCN7A),Homo sapiens,
ENSG00000196876,sodium voltage-gated channel alpha subunit 8(SCN8A),Homo sapiens,
ENSG00000169432,sodium voltage-gated channel alpha subunit 9(SCN9A),Homo sapiens,
ENSG00000105711,sodium voltage-gated channel beta subunit 1(SCN1B),Homo sapiens,
ENSG00000149575,sodium voltage-gated channel beta subunit 2(SCN2B),Homo sapiens,
ENSG00000166257,sodium voltage-gated channel beta subunit 3(SCN3B),Homo sapiens,
ENSG00000177098,sodium voltage-gated channel beta subunit 4(SCN4B),Homo sapiens,
ENSG00000105143,solute carrier family 1 member 6(SLC1A6),Homo sapiens,
ENSG00000162383,solute carrier family 1 member 7(SLC1A7),Homo sapiens,
ENSG00000140090,solute carrier family 24 member 4(SLC24A4),Homo sapiens,
ENSG00000153291,solute carrier family 25 member 27(SLC25A27),Homo sapiens,
ENSG00000171612,solute carrier family 25 member 33(SLC25A33),Homo sapiens,
ENSG00000114120,solute carrier family 25 member 36(SLC25A36),Homo sapiens,
ENSG00000091138,solute carrier family 26 member 3(SLC26A3),Homo sapiens,
ENSG00000170615,solute carrier family 26 member 5(SLC26A5),Homo sapiens,
ENSG00000112759,solute carrier family 29 member 1 (Augustine blood group)(SLC29A1),Homo sapiens,
ENSG00000131183,solute carrier family 34 member 1(SLC34A1),Homo sapiens,
ENSG00000138821,solute carrier family 39 member 8(SLC39A8),Homo sapiens,
ENSG00000088836,solute carrier family 4 member 11(SLC4A11),Homo sapiens,
ENSG00000114923,solute carrier family 4 member 3(SLC4A3),Homo sapiens,
ENSG00000080493,solute carrier family 4 member 4(SLC4A4),Homo sapiens,
ENSG00000050438,solute carrier family 4 member 8(SLC4A8),Homo sapiens,
ENSG00000108576,solute carrier family 6 member 4(SLC6A4),Homo sapiens,
ENSG00000183023,solute carrier family 8 member A1(SLC8A1),Homo sapiens,
ENSG00000118160,solute carrier family 8 member A2(SLC8A2),Homo sapiens,
ENSG00000100678,solute carrier family 8 member A3(SLC8A3),Homo sapiens,
ENSG00000089060,solute carrier family 8 member B1(SLC8B1),Homo sapiens,
ENSG00000090020,solute carrier family 9 member A1(SLC9A1),Homo sapiens,
ENSG00000075142,sorcin(SRI),Homo sapiens,
ENSG00000133104,spartin(SPART),Homo sapiens,
ENSG00000267534,sphingosine-1-phosphate receptor 2(S1PR2),Homo sapiens,
ENSG00000165283,stomatin like 2(STOML2),Homo sapiens,
ENSG00000165730,storkhead box 1(STOX1),Homo sapiens,
ENSG00000142168,superoxide dismutase 1(SOD1),Homo sapiens,
ENSG00000106089,syntaxin 1A(STX1A),Homo sapiens,
ENSG00000099365,syntaxin 1B(STX1B),Homo sapiens,
ENSG00000101400,syntrophin alpha 1(SNTA1),Homo sapiens,
ENSG00000145335,synuclein alpha(SNCA),Homo sapiens,
ENSG00000115353,tachykinin receptor 1(TACR1),Homo sapiens,
ENSG00000072315,transient receptor potential cation channel subfamily C member 5(TRPC5),Homo sapiens,
ENSG00000130529,transient receptor potential cation channel subfamily M member 4(TRPM4),Homo sapiens,
ENSG00000196689,transient receptor potential cation channel subfamily V member 1(TRPV1),Homo sapiens,
ENSG00000100300,translocator protein(TSPO),Homo sapiens,
ENSG00000144868,transmembrane protein 108(TMEM108),Homo sapiens,
ENSG00000164180,transmembrane protein 161B(TMEM161B),Homo sapiens,
ENSG00000149582,transmembrane protein 25(TMEM25),Homo sapiens,
ENSG00000186439,triadin(TRDN),Homo sapiens,
ENSG00000095970,triggering receptor expressed on myeloid cells 2(TREM2),Homo sapiens,
ENSG00000114383,"tumor suppressor 2, mitochondrial calcium regulator(TUSC2)",Homo sapiens,
ENSG00000108953,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon(YWHAE),Homo sapiens,
ENSG00000128245,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta(YWHAH),Homo sapiens,
ENSG00000170315,ubiquitin B(UBB),Homo sapiens,
ENSG00000145390,ubiquitin specific peptidase 53(USP53),Homo sapiens,
ENSG00000198722,unc-13 homolog B(UNC13B),Homo sapiens,
ENSG00000175567,uncoupling protein 2(UCP2),Homo sapiens,
ENSG00000178473,urocortin 3(UCN3),Homo sapiens,
ENSG00000165280,valosin containing protein(VCP),Homo sapiens,
ENSG00000186919,zinc activated ion channel(ZACN),Homo sapiens,
ENSG00000101040,zinc finger MYND-type containing 8(ZMYND8),Homo sapiens,
ENSG00000084073,zinc metallopeptidase STE24(ZMPSTE24),Homo sapiens,
 ,,,
